HPO_id	phenotype_group_k1000	phenotype_group_k1500
HP:0011773	188	526
HP:0011774	266	17
HP:0011775	266	17
HP:0011776	266	17
HP:0011777	266	17
HP:0011778	266	17
HP:0011779	266	1372
HP:0011780	188	276
HP:0011781	188	276
HP:0011782	215	1326
HP:0011783	215	1326
HP:0011784	215	1326
HP:0011785	215	1326
HP:0011786	215	1326
HP:0011787	215	725
HP:0011788	415	207
HP:0011789	215	395
HP:0011790	215	395
HP:0011791	215	395
HP:0011792	821	410
HP:0011793	56	292
HP:0011794	664	664
HP:0011795	664	664
HP:0011796	664	664
HP:0011797	163	318
HP:0011798	163	318
HP:0011799	904	451
HP:0011800	203	1289
HP:0011801	662	662
HP:0011802	548	548
HP:0011803	381	381
HP:0011804	161	183
HP:0011805	80	374
HP:0011807	156	394
HP:0011808	469	820
HP:0011809	681	340
HP:0011810	24	52
HP:0011811	24	52
HP:0011812	24	52
HP:0011813	533	3
HP:0011814	43	41
HP:0011815	703	703
HP:0011816	703	703
HP:0011817	703	703
HP:0011818	703	703
HP:0011819	16	255
HP:0011820	980	980
HP:0011821	993	496
HP:0011822	801	801
HP:0011823	801	801
HP:0011824	801	801
HP:0011825	426	426
HP:0011826	426	426
HP:0011827	426	426
HP:0011828	426	426
HP:0011829	426	426
HP:0011830	254	899
HP:0011831	240	942
HP:0011832	240	942
HP:0011833	240	942
HP:0011834	50	42
HP:0011835	76	1071
HP:0011836	598	1355
HP:0011837	211	1295
HP:0011838	842	842
HP:0011839	212	516
HP:0011840	930	231
HP:0011841	586	586
HP:0011842	21	291
HP:0011843	973	973
HP:0011844	749	749
HP:0011845	247	160
HP:0011846	719	179
HP:0011847	719	179
HP:0011848	387	68
HP:0011849	596	596
HP:0011850	662	662
HP:0011851	675	20
HP:0011852	675	20
HP:0011853	675	20
HP:0011854	567	0
HP:0011855	251	251
HP:0011856	892	892
HP:0011857	294	60
HP:0011858	4	1362
HP:0011859	645	645
HP:0011860	229	129
HP:0011861	615	1232
HP:0011862	406	59
HP:0011863	347	86
HP:0011864	47	1452
HP:0011867	264	139
HP:0011868	387	68
HP:0011869	208	460
HP:0011870	796	796
HP:0011871	819	819
HP:0011872	796	796
HP:0011873	20	424
HP:0011874	20	424
HP:0011875	644	420
HP:0011876	20	1026
HP:0011877	20	1026
HP:0011878	208	460
HP:0011879	208	460
HP:0011880	248	566
HP:0011881	208	460
HP:0011882	208	460
HP:0011883	644	420
HP:0011884	339	102
HP:0011885	517	1349
HP:0011886	517	1349
HP:0011887	517	1349
HP:0011888	339	102
HP:0011889	339	102
HP:0011890	339	102
HP:0011891	339	102
HP:0011892	173	252
HP:0011893	532	265
HP:0011894	796	796
HP:0011895	671	1343
HP:0011896	517	1349
HP:0011897	168	573
HP:0011898	680	339
HP:0011899	680	339
HP:0011900	680	339
HP:0011901	680	339
HP:0011902	28	1069
HP:0011903	28	1069
HP:0011904	28	1069
HP:0011905	28	1069
HP:0011906	28	1069
HP:0011907	28	1069
HP:0011908	53	1039
HP:0011909	51	269
HP:0011910	836	208
HP:0011911	58	1478
HP:0011912	749	749
HP:0011913	425	766
HP:0011914	425	766
HP:0011915	937	937
HP:0011916	702	702
HP:0011917	570	570
HP:0011918	424	94
HP:0011919	594	594
HP:0011920	594	594
HP:0011921	594	594
HP:0011922	588	1440
HP:0011923	588	1440
HP:0011924	588	1440
HP:0011925	588	1440
HP:0011926	424	94
HP:0011927	570	570
HP:0011928	142	629
HP:0011929	98	631
HP:0011930	914	914
HP:0011931	340	1221
HP:0011932	340	1221
HP:0011933	340	1221
HP:0011934	855	855
HP:0011935	43	41
HP:0011936	418	418
HP:0011937	393	97
HP:0011939	317	18
HP:0011940	63	7
HP:0011941	63	7
HP:0011942	43	41
HP:0011943	43	41
HP:0011944	338	1314
HP:0011945	196	1494
HP:0011946	196	1494
HP:0011947	195	268
HP:0011948	195	1361
HP:0011949	195	1361
HP:0011950	195	1361
HP:0011951	992	992
HP:0011952	992	992
HP:0011953	470	1442
HP:0011954	25	101
HP:0011955	25	101
HP:0011956	199	15
HP:0011957	701	701
HP:0011958	105	1369
HP:0011959	701	701
HP:0011960	312	77
HP:0011961	106	694
HP:0011962	106	694
HP:0011963	106	694
HP:0011964	475	475
HP:0011965	669	334
HP:0011966	669	334
HP:0011967	300	636
HP:0011968	670	670
HP:0011969	837	837
HP:0011970	943	943
HP:0011971	520	1042
HP:0011972	349	174
HP:0011973	465	232
HP:0011974	153	722
HP:0011975	113	314
HP:0011976	867	867
HP:0011977	817	408
HP:0011978	817	408
HP:0011979	867	867
HP:0011980	132	168
HP:0011981	132	168
HP:0011982	132	168
HP:0011983	132	168
HP:0011984	132	168
HP:0011985	60	36
HP:0011986	498	498
HP:0011987	498	498
HP:0011988	498	498
HP:0011989	498	498
HP:0011990	682	682
HP:0011991	168	573
HP:0011992	576	576
HP:0011993	682	682
HP:0011994	410	948
HP:0011995	410	1444
HP:0011996	680	339
HP:0011997	154	1152
HP:0011998	166	1169
HP:0011999	66	12
HP:0012000	182	518
HP:0012001	182	518
HP:0012002	210	1335
HP:0012003	210	1335
HP:0012004	210	1335
HP:0012005	210	1335
HP:0012006	210	1335
HP:0012007	210	1335
HP:0012008	210	1335
HP:0012009	307	55
HP:0012010	307	55
HP:0012011	307	55
HP:0012012	307	55
HP:0012013	307	55
HP:0012014	307	1454
HP:0012015	307	1454
HP:0012016	307	1454
HP:0012017	307	1454
HP:0012018	307	1454
HP:0012019	311	311
HP:0012020	128	480
HP:0012021	513	1028
HP:0012022	513	1028
HP:0012023	43	1064
HP:0012024	73	1084
HP:0012025	669	334
HP:0012026	669	334
HP:0012027	45	218
HP:0012028	230	88
HP:0012029	104	1267
HP:0012030	104	1267
HP:0012031	602	602
HP:0012032	602	602
HP:0012033	602	602
HP:0012034	602	602
HP:0012035	91	154
HP:0012036	501	598
HP:0012037	701	701
HP:0012038	825	825
HP:0012039	825	825
HP:0012040	155	8
HP:0012041	868	868
HP:0012042	342	84
HP:0012043	633	157
HP:0012044	633	157
HP:0012045	773	386
HP:0012046	274	136
HP:0012047	740	376
HP:0012048	262	1238
HP:0012049	262	1238
HP:0012050	155	8
HP:0012051	166	744
HP:0012052	173	252
HP:0012053	173	252
HP:0012054	351	351
HP:0012055	351	351
HP:0012056	91	154
HP:0012057	91	154
HP:0012058	91	154
HP:0012059	91	154
HP:0012060	91	154
HP:0012061	43	1064
HP:0012062	406	1377
HP:0012063	406	1377
HP:0012064	406	1377
HP:0012065	406	1377
HP:0012066	43	1064
HP:0012067	43	41
HP:0012068	43	41
HP:0012069	624	1249
HP:0012070	624	1249
HP:0012071	418	418
HP:0012072	589	1180
HP:0012073	43	41
HP:0012074	658	328
HP:0012075	271	131
HP:0012076	271	131
HP:0012077	271	131
HP:0012078	64	533
HP:0012079	24	52
HP:0012080	232	450
HP:0012081	232	450
HP:0012082	232	450
HP:0012083	278	1462
HP:0012084	156	394
HP:0012085	201	24
HP:0012086	43	1490
HP:0012087	595	297
HP:0012088	43	41
HP:0012089	88	143
HP:0012090	419	419
HP:0012091	571	571
HP:0012092	571	571
HP:0012093	890	444
HP:0012094	419	419
HP:0012095	280	34
HP:0012096	109	991
HP:0012097	109	991
HP:0012098	314	171
HP:0012099	233	116
HP:0012100	170	465
HP:0012101	170	465
HP:0012102	595	297
HP:0012103	588	1473
HP:0012104	485	849
HP:0012105	485	849
HP:0012106	118	638
HP:0012107	497	497
HP:0012108	377	377
HP:0012109	377	377
HP:0012110	340	1015
HP:0012111	606	606
HP:0012112	816	816
HP:0012113	73	135
HP:0012114	89	469
HP:0012115	25	1035
HP:0012116	227	1413
HP:0012117	227	1413
HP:0012118	470	438
HP:0012119	28	1069
HP:0012120	255	511
HP:0012121	258	911
HP:0012122	258	911
HP:0012123	258	911
HP:0012124	258	911
HP:0012125	234	1271
HP:0012126	774	95
HP:0012127	43	41
HP:0012128	438	740
HP:0012129	153	722
HP:0012130	840	840
HP:0012131	969	969
HP:0012132	969	969
HP:0012133	969	969
HP:0012134	28	44
HP:0012135	153	1077
HP:0012136	153	1077
HP:0012137	153	1077
HP:0012138	153	1077
HP:0012139	153	1077
HP:0012142	56	292
HP:0012143	153	1394
HP:0012144	172	1423
HP:0012145	153	722
HP:0012146	819	819
HP:0012147	819	819
HP:0012148	294	1226
HP:0012149	294	1226
HP:0012150	294	1226
HP:0012151	594	594
HP:0012152	105	604
HP:0012153	464	115
HP:0012154	271	131
HP:0012155	124	405
HP:0012156	374	186
HP:0012157	485	1212
HP:0012158	786	786
HP:0012159	786	786
HP:0012160	786	786
HP:0012161	786	786
HP:0012162	786	786
HP:0012163	786	786
HP:0012164	7	5
HP:0012165	976	487
HP:0012166	950	950
HP:0012167	950	950
HP:0012168	950	950
HP:0012169	950	950
HP:0012170	950	950
HP:0012171	408	1397
HP:0012172	408	1397
HP:0012173	440	26
HP:0012174	197	48
HP:0012175	4	1296
HP:0012176	665	1331
HP:0012177	143	402
HP:0012178	143	402
HP:0012179	262	1238
HP:0012180	146	568
HP:0012181	159	253
HP:0012182	91	154
HP:0012183	785	785
HP:0012184	496	247
HP:0012185	159	253
HP:0012186	159	253
HP:0012187	73	135
HP:0012188	684	684
HP:0012189	413	206
HP:0012190	413	206
HP:0012191	413	206
HP:0012192	413	206
HP:0012193	413	206
HP:0012194	32	367
HP:0012195	191	486
HP:0012196	191	486
HP:0012197	289	108
HP:0012198	785	785
HP:0012199	627	1256
HP:0012200	4	503
HP:0012202	661	661
HP:0012203	856	427
HP:0012204	856	427
HP:0012205	292	261
HP:0012206	106	1058
HP:0012207	106	1058
HP:0012208	106	1058
HP:0012209	386	172
HP:0012210	14	54
HP:0012211	582	559
HP:0012212	582	559
HP:0012213	582	559
HP:0012214	582	559
HP:0012215	46	368
HP:0012216	159	253
HP:0012217	43	41
HP:0012218	39	806
HP:0012219	306	32
HP:0012220	374	186
HP:0012221	677	338
HP:0012222	256	256
HP:0012223	95	298
HP:0012224	242	1352
HP:0012225	150	589
HP:0012226	23	510
HP:0012227	375	22
HP:0012228	627	1256
HP:0012229	279	1135
HP:0012230	105	1078
HP:0012231	105	1078
HP:0012232	19	233
HP:0012233	80	374
HP:0012234	281	300
HP:0012235	281	300
HP:0012236	11	1119
HP:0012237	817	408
HP:0012238	496	247
HP:0012239	326	39
HP:0012240	156	394
HP:0012241	951	951
HP:0012242	951	951
HP:0012243	770	241
HP:0012244	770	241
HP:0012245	770	241
HP:0012246	41	535
HP:0012247	580	1072
HP:0012248	19	233
HP:0012249	19	1043
HP:0012250	19	1043
HP:0012251	19	1043
HP:0012252	263	1243
HP:0012253	235	773
HP:0012254	39	806
HP:0012255	235	773
HP:0012256	235	1228
HP:0012257	235	1228
HP:0012258	235	773
HP:0012259	235	1228
HP:0012260	235	773
HP:0012261	861	861
HP:0012262	861	861
HP:0012263	861	861
HP:0012264	235	773
HP:0012265	861	861
HP:0012266	19	1402
HP:0012267	235	773
HP:0012268	602	602
HP:0012269	156	696
HP:0012270	156	696
HP:0012271	321	51
HP:0012272	19	233
HP:0012273	786	786
HP:0012276	585	585
HP:0012277	270	134
HP:0012278	270	134
HP:0012279	270	134
HP:0012280	25	101
HP:0012281	506	125
HP:0012282	306	1200
HP:0012283	382	190
HP:0012284	260	1405
HP:0012285	75	774
HP:0012286	75	774
HP:0012287	75	774
HP:0012288	851	851
HP:0012289	851	851
HP:0012290	851	851
HP:0012292	254	611
HP:0012293	83	1092
HP:0012294	27	719
HP:0012295	30	501
HP:0012296	116	546
HP:0012297	30	237
HP:0012298	30	501
HP:0012299	116	546
HP:0012300	591	591
HP:0012301	295	147
HP:0012302	119	65
HP:0012303	128	601
HP:0012304	128	601
HP:0012305	128	601
HP:0012306	140	189
HP:0012307	140	1414
HP:0012308	242	1173
HP:0012309	943	943
HP:0012310	172	1423
HP:0012311	172	1423
HP:0012312	172	1423
HP:0012313	189	1426
HP:0012314	189	1426
HP:0012315	39	1085
HP:0012316	39	1085
HP:0012317	264	139
HP:0012318	627	1256
HP:0012319	427	106
HP:0012320	427	106
HP:0012321	255	511
HP:0012322	306	32
HP:0012323	954	954
HP:0012324	386	172
HP:0012325	386	172
HP:0012326	50	295
HP:0012327	50	295
HP:0012328	548	548
HP:0012329	256	256
HP:0012330	764	764
HP:0012331	478	478
HP:0012332	440	26
HP:0012333	440	26
HP:0012334	60	36
HP:0012335	378	1114
HP:0012337	925	925
HP:0012338	11	1321
HP:0012339	11	1321
HP:0012340	11	1321
HP:0012341	430	430
HP:0012342	430	430
HP:0012343	227	213
HP:0012344	842	842
HP:0012345	173	1198
HP:0012346	173	1198
HP:0012347	295	147
HP:0012348	295	147
HP:0012349	295	147
HP:0012350	295	147
HP:0012351	295	147
HP:0012352	295	147
HP:0012353	295	147
HP:0012354	295	147
HP:0012355	295	147
HP:0012356	295	147
HP:0012357	295	147
HP:0012358	244	244
HP:0012359	244	244
HP:0012360	244	244
HP:0012361	244	244
HP:0012362	244	244
HP:0012363	244	244
HP:0012364	290	517
HP:0012365	290	517
HP:0012366	710	354
HP:0012367	380	380
HP:0012368	365	337
HP:0012369	993	496
HP:0012370	993	496
HP:0012371	203	1289
HP:0012372	94	515
HP:0012373	517	1349
HP:0012375	265	215
HP:0012376	350	350
HP:0012377	911	455
HP:0012378	237	1379
HP:0012379	358	494
HP:0012380	358	494
HP:0012381	670	670
HP:0012382	283	1336
HP:0012383	283	1336
HP:0012384	558	1118
HP:0012385	603	301
HP:0012386	130	1400
HP:0012387	979	979
HP:0012388	979	979
HP:0012389	400	315
HP:0012390	521	31
HP:0012391	474	117
HP:0012392	717	1436
HP:0012393	972	485
HP:0012394	972	485
HP:0012395	972	485
HP:0012396	673	673
HP:0012397	353	176
HP:0012398	155	8
HP:0012399	461	46
HP:0012400	358	494
HP:0012401	43	41
HP:0012402	43	41
HP:0012403	43	41
HP:0012404	43	41
HP:0012405	43	41
HP:0012406	43	41
HP:0012407	209	1126
HP:0012408	968	968
HP:0012409	968	968
HP:0012410	969	969
HP:0012411	61	1122
HP:0012412	61	1122
HP:0012413	114	169
HP:0012414	78	4
HP:0012415	429	429
HP:0012416	429	429
HP:0012417	429	429
HP:0012418	429	429
HP:0012419	429	429
HP:0012420	225	464
HP:0012421	412	412
HP:0012422	510	1342
HP:0012423	416	416
HP:0012424	179	332
HP:0012425	199	145
HP:0012426	310	1236
HP:0012427	108	119
HP:0012428	598	240
HP:0012429	48	45
HP:0012430	48	45
HP:0012431	237	1379
HP:0012432	237	1379
HP:0012433	394	196
HP:0012434	62	738
HP:0012435	412	412
HP:0012436	50	1046
HP:0012437	132	168
HP:0012438	132	1146
HP:0012439	673	673
HP:0012440	345	345
HP:0012441	673	673
HP:0012442	673	673
HP:0012443	792	792
HP:0012444	485	1212
HP:0012446	378	1114
HP:0012447	327	667
HP:0012448	327	667
HP:0012449	264	139
HP:0012450	771	771
HP:0012451	771	771
HP:0012452	151	361
HP:0012453	487	243
HP:0012454	487	243
HP:0012456	15	152
HP:0012457	15	152
HP:0012458	15	152
HP:0012459	627	1256
HP:0012460	442	220
HP:0012461	43	41
HP:0012462	954	954
HP:0012463	300	327
HP:0012464	300	327
HP:0012465	25	101
HP:0012466	154	141
HP:0012467	154	141
HP:0012468	154	141
HP:0012469	733	1467
HP:0012470	249	1446
HP:0012471	148	555
HP:0012472	148	248
HP:0012473	449	1045
HP:0012474	786	786
HP:0012475	216	1082
HP:0012476	216	1082
HP:0012477	93	520
HP:0012478	221	677
HP:0012479	221	677
HP:0012480	563	140
HP:0012481	563	140
HP:0012482	563	140
HP:0012483	644	1329
HP:0012484	644	420
HP:0012485	644	420
HP:0012486	528	263
HP:0012487	96	124
HP:0012488	96	124
HP:0012489	96	124
HP:0012490	528	263
HP:0012491	644	420
HP:0012492	0	1000
HP:0012493	0	1000
HP:0012494	0	1000
HP:0012495	0	1000
HP:0012496	706	706
HP:0012497	706	706
HP:0012498	614	310
HP:0012499	146	64
HP:0012500	461	1376
HP:0012501	340	1221
HP:0012502	48	45
HP:0012503	204	1020
HP:0012504	860	860
HP:0012505	860	860
HP:0012506	860	860
HP:0012507	904	451
HP:0012508	740	376
HP:0012509	227	213
HP:0012510	279	188
HP:0012511	310	488
HP:0012512	310	488
HP:0012513	646	646
HP:0012514	646	646
HP:0012515	362	1161
HP:0012516	762	762
HP:0012517	358	494
HP:0012518	0	1021
HP:0012519	0	1021
HP:0012520	563	140
HP:0012521	371	1340
HP:0012522	71	1233
HP:0012523	892	892
HP:0012524	644	420
HP:0012525	644	1329
HP:0012526	644	1329
HP:0012527	644	1329
HP:0012528	644	1329
HP:0012529	644	420
HP:0012530	644	420
HP:0012531	387	68
HP:0012532	387	68
HP:0012533	387	68
HP:0012534	159	1207
HP:0012535	376	187
HP:0012536	684	684
HP:0012537	11	1016
HP:0012538	11	1016
HP:0012539	413	206
HP:0012540	912	912
HP:0012541	339	102
HP:0012542	44	1175
HP:0012543	43	41
HP:0012544	358	494
HP:0012545	358	494
HP:0012546	684	684
HP:0012547	633	157
HP:0012548	80	374
HP:0012549	265	215
HP:0012550	199	145
HP:0012551	576	576
HP:0012552	576	576
HP:0012553	743	1487
HP:0012554	946	946
HP:0012555	393	97
HP:0012556	669	334
HP:0012557	307	55
HP:0012558	415	207
HP:0012559	415	207
HP:0012560	415	207
HP:0012561	561	280
HP:0012562	551	1103
HP:0012563	551	1103
HP:0012564	551	1103
HP:0012565	551	1103
HP:0012566	551	1103
HP:0012567	551	1103
HP:0012568	138	1419
HP:0012569	468	468
HP:0012570	39	806
HP:0012571	591	591
HP:0012572	591	591
HP:0012573	301	578
HP:0012574	512	1025
HP:0012575	90	38
HP:0012576	620	1241
HP:0012577	126	153
HP:0012578	764	764
HP:0012579	764	764
HP:0012580	698	698
HP:0012581	14	619
HP:0012582	933	933
HP:0012583	202	685
HP:0012584	202	685
HP:0012585	14	54
HP:0012586	14	54
HP:0012587	201	24
HP:0012588	582	1488
HP:0012589	582	1488
HP:0012590	948	473
HP:0012591	290	517
HP:0012592	760	379
HP:0012593	760	379
HP:0012594	760	379
HP:0012595	760	379
HP:0012596	760	379
HP:0012597	760	379
HP:0012598	290	517
HP:0012599	290	517
HP:0012600	290	1459
HP:0012601	290	1459
HP:0012602	290	1459
HP:0012603	290	1324
HP:0012604	290	1324
HP:0012605	290	1324
HP:0012606	290	1324
HP:0012607	290	1448
HP:0012608	290	1448
HP:0012609	290	1448
HP:0012610	43	41
HP:0012611	43	41
HP:0012612	43	41
HP:0012613	43	41
HP:0012614	201	24
HP:0012615	850	850
HP:0012616	850	850
HP:0012617	850	850
HP:0012618	542	542
HP:0012619	542	542
HP:0012620	957	957
HP:0012621	957	957
HP:0012622	730	730
HP:0012623	730	730
HP:0012624	730	730
HP:0012625	730	730
HP:0012626	730	730
HP:0012627	621	279
HP:0012628	621	279
HP:0012629	350	350
HP:0012630	654	162
HP:0012631	654	162
HP:0012632	57	1165
HP:0012633	57	1165
HP:0012634	876	876
HP:0012635	621	279
HP:0012636	88	182
HP:0012637	290	517
HP:0012638	24	52
HP:0012639	327	667
HP:0012640	540	1081
HP:0012641	540	1081
HP:0012642	712	712
HP:0012643	152	1063
HP:0012644	438	1480
HP:0012645	41	675
HP:0012646	46	368
HP:0012647	528	263
HP:0012648	528	263
HP:0012649	528	263
HP:0012650	877	877
HP:0012651	885	885
HP:0012652	342	84
HP:0012653	342	84
HP:0012654	349	174
HP:0012655	349	174
HP:0012656	349	174
HP:0012657	945	945
HP:0012658	945	945
HP:0012659	945	945
HP:0012660	945	945
HP:0012661	945	945
HP:0012662	945	945
HP:0012663	373	373
HP:0012664	373	373
HP:0012665	373	373
HP:0012666	373	373
HP:0012667	373	373
HP:0012668	26	1010
HP:0012669	26	1010
HP:0012670	26	1010
HP:0012671	66	1032
HP:0012672	66	1032
HP:0012673	160	625
HP:0012674	160	625
HP:0012675	312	77
HP:0012676	70	1242
HP:0012677	312	77
HP:0012678	312	77
HP:0012679	352	175
HP:0012680	815	407
HP:0012681	815	407
HP:0012682	815	407
HP:0012683	815	407
HP:0012684	815	407
HP:0012685	815	407
HP:0012686	815	407
HP:0012687	815	407
HP:0012688	24	52
HP:0012689	24	52
HP:0012690	75	527
HP:0012691	75	527
HP:0012692	75	527
HP:0012693	75	527
HP:0012694	75	527
HP:0012695	75	527
HP:0012696	75	527
HP:0012697	438	740
HP:0012698	197	48
HP:0012699	177	71
HP:0012700	416	416
HP:0012701	416	416
HP:0012702	416	416
HP:0012703	575	575
HP:0012704	575	575
HP:0012705	405	202
HP:0012706	405	202
HP:0012707	405	202
HP:0012708	405	202
HP:0012709	405	202
HP:0012710	44	347
HP:0012711	396	396
HP:0012712	113	314
HP:0012713	113	314
HP:0012714	113	314
HP:0012715	113	314
HP:0012716	113	314
HP:0012717	113	314
HP:0012718	774	95
HP:0012719	252	150
HP:0012720	470	438
HP:0012721	354	87
HP:0012722	257	1316
HP:0012723	2	1001
HP:0012724	138	1419
HP:0012725	317	18
HP:0012726	141	1347
HP:0012727	828	413
HP:0012728	828	413
HP:0012729	828	413
HP:0012730	449	1045
HP:0012731	692	692
HP:0012732	521	31
HP:0012733	518	128
HP:0012734	166	744
HP:0012735	321	1278
HP:0012736	62	738
HP:0012737	230	1127
HP:0012738	341	341
HP:0012739	78	4
HP:0012740	91	665
HP:0012741	46	368
HP:0012742	44	184
HP:0012743	441	441
HP:0012744	108	119
HP:0012745	534	266
HP:0012746	44	184
HP:0012747	994	994
HP:0012748	994	994
HP:0012749	994	994
HP:0012750	994	994
HP:0012751	438	740
HP:0012752	438	740
HP:0012753	438	740
HP:0012754	327	743
HP:0012755	994	994
HP:0012756	279	1135
HP:0012757	535	267
HP:0012758	62	738
HP:0012759	62	739
HP:0012760	394	196
HP:0012761	713	713
HP:0012762	48	45
HP:0012763	553	553
HP:0012764	553	553
HP:0012765	575	575
HP:0012766	575	575
HP:0012767	499	499
HP:0012768	739	1183
HP:0012769	474	117
HP:0012770	474	117
HP:0012771	474	117
HP:0012772	298	1151
HP:0012773	298	1151
HP:0012774	298	1151
HP:0012775	876	876
HP:0012776	351	351
HP:0012777	351	351
HP:0012778	277	138
HP:0012779	113	314
HP:0012780	33	680
HP:0012781	113	314
HP:0012782	14	54
HP:0012783	14	54
HP:0012784	764	764
HP:0012785	276	137
HP:0012786	119	1493
HP:0012787	764	764
HP:0012788	254	899
HP:0012789	598	240
HP:0012790	498	498
HP:0012791	6	614
HP:0012792	396	396
HP:0012793	994	994
HP:0012794	48	45
HP:0012795	310	1236
HP:0012796	568	1137
HP:0012797	256	256
HP:0012798	470	1442
HP:0012799	904	451
HP:0012800	194	474
HP:0012801	221	677
HP:0012802	221	677
HP:0012803	699	349
HP:0012804	645	645
HP:0012805	876	876
HP:0012806	381	381
HP:0012807	240	250
HP:0012808	34	1059
HP:0012809	34	1059
HP:0012810	34	1059
HP:0012811	240	1351
HP:0012812	381	381
HP:0012813	858	858
HP:0012814	858	858
HP:0012815	359	21
HP:0012816	1	61
HP:0012817	1	61
HP:0012818	1	61
HP:0012819	1	635
HP:0012820	843	843
HP:0012821	843	843
HP:0012822	843	843
HP:0012841	88	143
HP:0012842	91	521
HP:0012843	91	521
HP:0012844	91	521
HP:0012845	91	521
HP:0012846	91	521
HP:0012847	107	770
HP:0012848	78	4
HP:0012849	457	457
HP:0012850	514	514
HP:0012851	199	145
HP:0012852	25	1303
HP:0012853	490	490
HP:0012854	490	490
HP:0012855	756	756
HP:0012856	756	756
HP:0012857	756	756
HP:0012858	756	756
HP:0012859	145	904
HP:0012860	46	368
HP:0012861	83	400
HP:0012862	292	1373
HP:0012863	292	1373
HP:0012864	292	261
HP:0012865	292	261
HP:0012866	292	261
HP:0012867	292	261
HP:0012868	292	261
HP:0012869	292	261
HP:0012870	46	368
HP:0012871	756	756
HP:0012872	234	30
HP:0012873	234	30
HP:0012874	106	694
HP:0012875	241	1167
HP:0012876	241	1167
HP:0012877	241	1167
HP:0012878	241	1167
HP:0012879	241	1167
HP:0012880	359	21
HP:0012881	359	21
HP:0012882	359	21
HP:0012883	989	989
HP:0012884	989	989
HP:0012885	989	989
HP:0012886	437	437
HP:0012887	437	437
HP:0012888	89	558
HP:0012889	89	469
HP:0012890	521	31
HP:0012891	243	369
HP:0012892	348	348
HP:0012893	67	1111
HP:0012894	348	348
HP:0012895	348	348
HP:0012896	79	847
HP:0012897	79	847
HP:0012898	79	847
HP:0012899	681	340
HP:0012900	681	340
HP:0012901	681	340
HP:0012902	681	340
HP:0012903	681	340
HP:0012904	681	340
HP:0012905	29	47
HP:0020006	388	388
HP:0020035	859	859
HP:0020036	859	859
HP:0020037	7	5
HP:0020038	889	889
HP:0020041	185	1099
HP:0020042	185	1099
HP:0020043	185	1099
HP:0020044	185	1099
HP:0020045	267	133
HP:0020046	267	133
HP:0020047	840	840
HP:0020048	153	722
HP:0020049	174	600
HP:0020050	647	647
HP:0020054	936	936
HP:0020058	28	44
HP:0020059	28	44
HP:0020060	28	44
HP:0020061	28	44
HP:0020062	28	44
HP:0020063	28	44
HP:0020064	281	551
HP:0020071	835	835
HP:0020072	447	447
HP:0020073	518	128
HP:0020074	43	41
HP:0020075	43	41
HP:0020076	487	243
HP:0020077	817	408
HP:0020078	589	1180
HP:0020079	589	1180
HP:0020080	28	44
HP:0020081	28	44
HP:0020082	28	44
HP:0020083	306	32
HP:0020084	306	32
HP:0020085	119	65
HP:0020086	119	65
HP:0020087	119	65
HP:0020088	119	65
HP:0020089	119	65
HP:0020090	119	65
HP:0020091	119	65
HP:0020093	447	447
HP:0020095	447	447
HP:0020096	752	375
HP:0020097	782	782
HP:0020098	458	113
HP:0020099	447	447
HP:0020100	856	427
HP:0020101	471	1403
HP:0020102	471	818
HP:0020103	471	1403
HP:0020104	119	65
HP:0020105	119	65
HP:0020106	119	65
HP:0020107	119	65
HP:0020108	119	65
HP:0020110	971	242
HP:0020111	337	644
HP:0020112	337	644
HP:0020113	337	644
HP:0020114	447	447
HP:0020117	183	1408
HP:0020118	50	295
HP:0020119	105	604
HP:0020120	105	604
HP:0020121	383	383
HP:0020122	900	900
HP:0020123	302	302
HP:0020125	265	215
HP:0020126	234	1271
HP:0020127	971	242
HP:0020128	278	658
HP:0020129	760	379
HP:0020130	760	379
HP:0020131	90	38
HP:0020132	90	38
HP:0020133	839	839
HP:0020134	201	24
HP:0020135	56	1041
HP:0020136	647	647
HP:0020137	647	647
HP:0020138	383	383
HP:0020139	383	383
HP:0020140	383	383
HP:0020141	781	390
HP:0020142	781	390
HP:0020143	526	781
HP:0020144	43	41
HP:0020145	43	41
HP:0020146	43	41
HP:0020147	589	1180
HP:0020148	443	699
HP:0020149	735	1472
HP:0020150	760	379
HP:0020151	647	647
HP:0020152	131	1443
HP:0020153	184	641
HP:0020154	81	306
HP:0020155	40	211
HP:0020156	40	1050
HP:0020157	40	1050
HP:0020158	443	1163
HP:0020159	368	972
HP:0020160	70	815
HP:0020161	88	143
HP:0020163	88	143
HP:0020164	88	143
HP:0020165	88	182
HP:0020166	88	182
HP:0020167	88	182
HP:0020169	982	982
HP:0020170	982	982
HP:0020171	982	982
HP:0020172	982	982
HP:0020173	982	982
HP:0020174	982	982
HP:0020175	358	494
HP:0020176	43	41
HP:0020177	581	686
HP:0020178	172	1208
HP:0020179	227	213
HP:0020180	227	213
HP:0020181	227	213
HP:0020182	227	213
HP:0020183	227	213
HP:0020184	227	213
HP:0020185	232	1298
HP:0020186	95	298
HP:0020187	612	305
HP:0020188	612	305
HP:0020189	612	305
HP:0020190	612	305
HP:0020191	612	305
HP:0020192	612	305
HP:0020193	725	362
HP:0020194	642	1284
HP:0020195	642	1284
HP:0020196	642	1284
HP:0020197	443	699
HP:0020198	816	816
HP:0020199	816	816
